id;id_kategori;kbli_2_digit_deskripsi;nama_variabel;tahun;jumlah
430;559;Alat Angkutan Lainnya;Mikro;2019;6730
431;559;Furnitur;Kecil;2019;13739
432;559;Furnitur;Mikro;2019;131036
433;559;Pengolahan Lainnya;Kecil;2019;5259
434;559;Pengolahan Lainnya;Mikro;2019;222149
435;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Kecil;2019;361
436;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Mikro;2019;6525
437;559;JUMLAH;Kecil;2019;253068
438;559;JUMLAH;Mikro;2019;4127108
439;559;Makanan;Mikro;2020;1468120
440;559;Makanan;Kecil;2020;50804
441;559;Minuman;Mikro;2020;91243
442;559;Minuman;Kecil;2020;2042
443;559;Pengolahan Tembakau;Kecil;2020;115274
444;559;Pengolahan Tembakau;Mikro;2020;82068
445;559;Tekstil;Kecil;2020;7455
446;559;Tekstil;Mikro;2020;280292
447;559;Pakaian Jadi;Mikro;2020;557436
448;559;Pakaian Jadi;Kecil;2020;33954
449;559;Kulit Barang dari Kulit dan Alas Kaki;Mikro;2020;47321
450;559;Kulit Barang dari Kulit dan Alas Kaki;Kecil;2020;6041
451;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Kecil;2020;13971
452;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Mikro;2020;618213
453;559;Kertas dan Barang dari Kertas;Mikro;2020;5801
454;559;Kertas dan Barang dari Kertas;Kecil;2020;634
455;559;Pencetakan dan Reproduksi Media Rekaman;Kecil;2020;3698
456;559;Pencetakan dan Reproduksi Media Rekaman;Mikro;2020;25090
457;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Kecil;2020;0
458;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Mikro;2020;0
459;559;Bahan Kimia dan Barang dari Bahan Kimia;Kecil;2020;1108
460;559;Bahan Kimia dan Barang dari Bahan Kimia;Mikro;2020;32414
461;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Mikro;2020;13896
462;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Kecil;2020;346
463;559;Karet Barang dari Karet dan Plastik;Kecil;2020;1931
464;559;Karet Barang dari Karet dan Plastik;Mikro;2020;12133
465;559;Barang Galian Bukan Logam;Mikro;2020;207286
466;559;Barang Galian Bukan Logam;Kecil;2020;26756
467;559;Logam Dasar;Kecil;2020;315
468;559;Logam Dasar;Mikro;2020;3676
469;559;Barang Logam Bukan Mesin dan Peralatannya;Mikro;2020;108292
470;559;Barang Logam Bukan Mesin dan Peralatannya;Kecil;2020;10050
471;559;Komputer Barang Elektronik dan Optik;Mikro;2020;781
472;559;Komputer Barang Elektronik dan Optik;Kecil;2020;85
473;559;Peralatan Listrik;Mikro;2020;786
474;559;Peralatan Listrik;Kecil;2020;164
475;559;Mesin dan Perlengkapan ytdl;Mikro;2020;3512
476;559;Mesin dan Perlengkapan ytdl;Kecil;2020;324
477;559;Kendaraan Bermotor Trailer dan Semi Trailer;Mikro;2020;1405
478;559;Kendaraan Bermotor Trailer dan Semi Trailer;Kecil;2020;705
479;559;Alat Angkutan Lainnya;Kecil;2020;646
480;559;Alat Angkutan Lainnya;Mikro;2020;5609
481;559;Furnitur;Kecil;2020;16601
482;559;Furnitur;Mikro;2020;124420
483;559;Pengolahan Lainnya;Mikro;2020;214801
484;559;Pengolahan Lainnya;Kecil;2020;6886
485;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Kecil;2020;309
486;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Mikro;2020;5123
487;559;JUMLAH;Mikro;2020;3909718
488;559;JUMLAH;Kecil;2020;300099
489;559;Makanan;Mikro;2021;1507825
490;559;Makanan;Kecil;2021;34585
491;559;Minuman;Kecil;2021;731
492;559;Minuman;Mikro;2021;111828
493;559;Pengolahan Tembakau;Kecil;2021;93078
494;559;Pengolahan Tembakau;Mikro;2021;94585
495;559;Tekstil;Kecil;2021;3916
496;559;Tekstil;Mikro;2021;263223
497;559;Pakaian Jadi;Kecil;2021;25166
498;559;Pakaian Jadi;Mikro;2021;508051
499;559;Kulit Barang dari Kulit dan Alas Kaki;Mikro;2021;44225
500;559;Kulit Barang dari Kulit dan Alas Kaki;Kecil;2021;6475
501;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Mikro;2021;612472
502;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Kecil;2021;7588
503;559;Kertas dan Barang dari Kertas;Mikro;2021;5432
504;559;Kertas dan Barang dari Kertas;Kecil;2021;264
505;559;Pencetakan dan Reproduksi Media Rekaman;Mikro;2021;31966
506;559;Pencetakan dan Reproduksi Media Rekaman;Kecil;2021;3375
507;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Kecil;2021;0
508;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Mikro;2021;0
509;559;Bahan Kimia dan Barang dari Bahan Kimia;Mikro;2021;35391
510;559;Bahan Kimia dan Barang dari Bahan Kimia;Kecil;2021;454
511;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Kecil;2021;35
512;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Mikro;2021;15143
513;559;Karet Barang dari Karet dan Plastik;Kecil;2021;606
514;559;Karet Barang dari Karet dan Plastik;Mikro;2021;5645
515;559;Barang Galian Bukan Logam;Mikro;2021;216931
516;559;Barang Galian Bukan Logam;Kecil;2021;13746
517;559;Logam Dasar;Mikro;2021;9574
518;559;Logam Dasar;Kecil;2021;324
519;559;Barang Logam Bukan Mesin dan Peralatannya;Kecil;2021;5840
520;559;Barang Logam Bukan Mesin dan Peralatannya;Mikro;2021;128527
521;559;Komputer Barang Elektronik dan Optik;Mikro;2021;1140
522;559;Komputer Barang Elektronik dan Optik;Kecil;2021;45
523;559;Peralatan Listrik;Mikro;2021;857
524;559;Peralatan Listrik;Kecil;2021;77
525;559;Mesin dan Perlengkapan ytdl;Mikro;2021;2511
526;559;Mesin dan Perlengkapan ytdl;Kecil;2021;440
527;559;Kendaraan Bermotor Trailer dan Semi Trailer;Kecil;2021;218
528;559;Kendaraan Bermotor Trailer dan Semi Trailer;Mikro;2021;2375
529;559;Alat Angkutan Lainnya;Mikro;2021;7983
530;559;Alat Angkutan Lainnya;Kecil;2021;315
531;559;Furnitur;Mikro;2021;141424
532;559;Furnitur;Kecil;2021;6528
533;559;Pengolahan Lainnya;Kecil;2021;2609
534;559;Pengolahan Lainnya;Mikro;2021;200185
535;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Kecil;2021;190
536;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Mikro;2021;8790
537;559;JUMLAH;Mikro;2021;3956083
538;559;JUMLAH;Kecil;2021;206605
539;559;Makanan;Kecil;2022;35964
540;559;Makanan;Mikro;2022;1556354
541;559;Minuman;Mikro;2022;100860
542;559;Minuman;Kecil;2022;1675
543;559;Pengolahan Tembakau;Kecil;2022;97905
544;559;Pengolahan Tembakau;Mikro;2022;98716
545;559;Tekstil;Mikro;2022;298475
546;559;Tekstil;Kecil;2022;5010
547;559;Pakaian Jadi;Kecil;2022;22432
548;559;Pakaian Jadi;Mikro;2022;572480
549;559;Kulit Barang dari Kulit dan Alas Kaki;Kecil;2022;6291
550;559;Kulit Barang dari Kulit dan Alas Kaki;Mikro;2022;54469
551;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Mikro;2022;602059
552;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Kecil;2022;6472
553;559;Kertas dan Barang dari Kertas;Mikro;2022;4674
554;559;Kertas dan Barang dari Kertas;Kecil;2022;533
555;559;Pencetakan dan Reproduksi Media Rekaman;Mikro;2022;27306
556;559;Pencetakan dan Reproduksi Media Rekaman;Kecil;2022;3966
557;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Mikro;2022;0
558;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Kecil;2022;0
559;559;Bahan Kimia dan Barang dari Bahan Kimia;Kecil;2022;632
560;559;Bahan Kimia dan Barang dari Bahan Kimia;Mikro;2022;31135
561;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Mikro;2022;17755
562;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Kecil;2022;581
563;559;Karet Barang dari Karet dan Plastik;Kecil;2022;869
564;559;Karet Barang dari Karet dan Plastik;Mikro;2022;5344
565;559;Barang Galian Bukan Logam;Kecil;2022;14613
566;559;Barang Galian Bukan Logam;Mikro;2022;203482
567;559;Logam Dasar;Kecil;2022;125
568;559;Logam Dasar;Mikro;2022;7732
569;559;Barang Logam Bukan Mesin dan Peralatannya;Kecil;2022;5029
570;559;Barang Logam Bukan Mesin dan Peralatannya;Mikro;2022;124827
571;559;Komputer Barang Elektronik dan Optik;Kecil;2022;32
572;559;Komputer Barang Elektronik dan Optik;Mikro;2022;607
573;559;Peralatan Listrik;Kecil;2022;306
574;559;Peralatan Listrik;Mikro;2022;1643
575;559;Mesin dan Perlengkapan ytdl;Mikro;2022;2504
576;559;Mesin dan Perlengkapan ytdl;Kecil;2022;588
577;559;Kendaraan Bermotor Trailer dan Semi Trailer;Mikro;2022;2829
578;559;Kendaraan Bermotor Trailer dan Semi Trailer;Kecil;2022;610
579;559;Alat Angkutan Lainnya;Mikro;2022;6061
580;559;Alat Angkutan Lainnya;Kecil;2022;315
581;559;Furnitur;Mikro;2022;139741
582;559;Furnitur;Kecil;2022;8886
583;559;Pengolahan Lainnya;Mikro;2022;258448
584;559;Pengolahan Lainnya;Kecil;2022;3188
585;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Kecil;2022;337
586;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Mikro;2022;5368
587;559;JUMLAH;Kecil;2022;216359
588;559;JUMLAH;Mikro;2022;4122869
589;559;Makanan;Mikro;2023;1714014
590;559;Makanan;Kecil;2023;86813
591;559;Minuman;Mikro;2023;112665
592;559;Minuman;Kecil;2023;2602
593;559;Pengolahan Tembakau;Kecil;2023;105065
594;559;Pengolahan Tembakau;Mikro;2023;109090
595;559;Tekstil;Mikro;2023;256308
596;559;Tekstil;Kecil;2023;6996
597;559;Pakaian Jadi;Kecil;2023;46574
598;559;Pakaian Jadi;Mikro;2023;576749
599;559;Kulit Barang dari Kulit dan Alas Kaki;Mikro;2023;43129
600;559;Kulit Barang dari Kulit dan Alas Kaki;Kecil;2023;5407
601;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Kecil;2023;13734
602;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Mikro;2023;641054
603;559;Kertas dan Barang dari Kertas;Mikro;2023;3822
604;559;Kertas dan Barang dari Kertas;Kecil;2023;627
605;559;Pencetakan dan Reproduksi Media Rekaman;Mikro;2023;28224
606;559;Pencetakan dan Reproduksi Media Rekaman;Kecil;2023;4483
607;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Mikro;2023;0
608;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Kecil;2023;0
609;559;Bahan Kimia dan Barang dari Bahan Kimia;Kecil;2023;841
610;559;Bahan Kimia dan Barang dari Bahan Kimia;Mikro;2023;21762
611;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Kecil;2023;907
612;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Mikro;2023;26121
613;559;Karet Barang dari Karet dan Plastik;Mikro;2023;6640
614;559;Karet Barang dari Karet dan Plastik;Kecil;2023;977
615;559;Barang Galian Bukan Logam;Mikro;2023;159108
616;559;Barang Galian Bukan Logam;Kecil;2023;15135
617;559;Logam Dasar;Kecil;2023;239
618;559;Logam Dasar;Mikro;2023;4645
619;559;Barang Logam Bukan Mesin dan Peralatannya;Mikro;2023;124482
620;559;Barang Logam Bukan Mesin dan Peralatannya;Kecil;2023;7913
621;559;Komputer Barang Elektronik dan Optik;Mikro;2023;1298
622;559;Komputer Barang Elektronik dan Optik;Kecil;2023;148
623;559;Peralatan Listrik;Mikro;2023;1749
624;559;Peralatan Listrik;Kecil;2023;202
625;559;Mesin dan Perlengkapan ytdl;Mikro;2023;4556
626;559;Mesin dan Perlengkapan ytdl;Kecil;2023;1511
627;559;Kendaraan Bermotor Trailer dan Semi Trailer;Kecil;2023;677
628;559;Kendaraan Bermotor Trailer dan Semi Trailer;Mikro;2023;2194
629;559;Alat Angkutan Lainnya;Kecil;2023;462
630;559;Alat Angkutan Lainnya;Mikro;2023;10351
631;559;Furnitur;Mikro;2023;116074
632;559;Furnitur;Kecil;2023;10064
633;559;Pengolahan Lainnya;Kecil;2023;7927
634;559;Pengolahan Lainnya;Mikro;2023;209256
635;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Mikro;2023;7837
636;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Kecil;2023;152
637;559;JUMLAH;Mikro;2023;4181128
638;559;JUMLAH;Kecil;2023;319456
639;559;Makanan;Mikro;2024;1856116
640;559;Makanan;Kecil;2024;86734
641;559;Minuman;Mikro;2024;116633
642;559;Minuman;Kecil;2024;2680
643;559;Pengolahan Tembakau;Kecil;2024;91284
644;559;Pengolahan Tembakau;Mikro;2024;74501
645;559;Tekstil;Kecil;2024;6645
646;559;Tekstil;Mikro;2024;231577
647;559;Pakaian Jadi;Mikro;2024;554112
648;559;Pakaian Jadi;Kecil;2024;40485
649;559;Kulit Barang dari Kulit dan Alas Kaki;Kecil;2024;11291
650;559;Kulit Barang dari Kulit dan Alas Kaki;Mikro;2024;42042
651;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Kecil;2024;11094
652;559;Kayu Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu Rotan dan sejenisnya;Mikro;2024;515760
653;559;Kertas dan Barang dari Kertas;Kecil;2024;1263
654;559;Kertas dan Barang dari Kertas;Mikro;2024;4816
655;559;Pencetakan dan Reproduksi Media Rekaman;Mikro;2024;26531
656;559;Pencetakan dan Reproduksi Media Rekaman;Kecil;2024;5385
657;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Mikro;2024;0
658;559;Produk dari Batu Bara dan Pengilangan Minyak Bumi;Kecil;2024;0
659;559;Bahan Kimia dan Barang dari Bahan Kimia;Kecil;2024;1552
660;559;Bahan Kimia dan Barang dari Bahan Kimia;Mikro;2024;22646
661;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Mikro;2024;18316
662;559;Farmasi Produk Obat Kimia dan Obat Tradisional;Kecil;2024;1017
663;559;Karet Barang dari Karet dan Plastik;Kecil;2024;1711
664;559;Karet Barang dari Karet dan Plastik;Mikro;2024;6988
665;559;Barang Galian Bukan Logam;Kecil;2024;16173
666;559;Barang Galian Bukan Logam;Mikro;2024;135066
667;559;Logam Dasar;Mikro;2024;7230
668;559;Logam Dasar;Kecil;2024;37
669;559;Barang Logam Bukan Mesin dan Peralatannya;Kecil;2024;9441
670;559;Barang Logam Bukan Mesin dan Peralatannya;Mikro;2024;124459
671;559;Komputer Barang Elektronik dan Optik;Mikro;2024;2019
672;559;Komputer Barang Elektronik dan Optik;Kecil;2024;12
673;559;Peralatan Listrik;Kecil;2024;231
674;559;Peralatan Listrik;Mikro;2024;831
675;559;Mesin dan Perlengkapan ytdl;Mikro;2024;2902
676;559;Mesin dan Perlengkapan ytdl;Kecil;2024;738
677;559;Kendaraan Bermotor Trailer dan Semi Trailer;Kecil;2024;205
678;559;Kendaraan Bermotor Trailer dan Semi Trailer;Mikro;2024;1649
679;559;Alat Angkutan Lainnya;Kecil;2024;520
680;559;Alat Angkutan Lainnya;Mikro;2024;5029
681;559;Furnitur;Kecil;2024;11140
682;559;Furnitur;Mikro;2024;124324
683;559;Pengolahan Lainnya;Kecil;2024;6337
684;559;Pengolahan Lainnya;Mikro;2024;231395
685;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Kecil;2024;71
686;559;Jasa Reparasi dan Pemasangan Mesin dan Peralatan;Mikro;2024;2455
687;559;JUMLAH;Kecil;2024;306046
688;559;JUMLAH;Mikro;2024;4107397
